N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
263.0,KG스틸,7570.0,80.0,-1.05%,5000.0,38197.0,30515.0,3404.0
264.0,대신증권,14760.0,110.0,+0.75%,5000.0,42313.0,212107.0,2535.0
265.0,아시아나항공,10030.0,90.0,-0.89%,5000.0,62067.0,134553.0,5988.0
266.0,ESR켄달스퀘어리츠,3500.0,60.0,-1.69%,1000.0,495.0,23777.0,261.0
267.0,DI동일,28550.0,850.0,-2.89%,500.0,9137.0,10003.0,448.0
268.0,넥센타이어,7560.0,10.0,-0.13%,500.0,25974.0,39443.0,-543.0
269.0,신풍제약,13910.0,450.0,-3.13%,500.0,2093.0,3615.0,-340.0
270.0,보령,10580.0,290.0,-2.67%,500.0,7605.0,8924.0,566.0
271.0,KODEX 인버스,4720.0,40.0,+0.85%,0.0,,,
272.0,롯데리츠,2950.0,125.0,-4.07%,500.0,587.0,23427.0,348.0
273.0,더블유게임즈,39050.0,700.0,-1.76%,500.0,6173.0,12356.0,1839.0
274.0,TIGER 2차전지소재Fn,8905.0,175.0,-1.93%,0.0,,,
275.0,비에이치,20400.0,50.0,+0.25%,500.0,16811.0,10073.0,1313.0
276.0,KODEX 24-12 은행채(AA+이상)액티브,10035.0,5.0,+0.05%,0.0,,,
277.0,TIGER 단기통안채,104795.0,20.0,+0.02%,0.0,,,
278.0,동아쏘시오홀딩스,108300.0,1100.0,-1.01%,5000.0,10149.0,17315.0,379.0
279.0,경동나비엔,47100.0,100.0,+0.21%,1000.0,11609.0,10180.0,598.0
280.0,HDC현대산업개발,10310.0,110.0,-1.06%,5000.0,32983.0,73363.0,1164.0
281.0,하나투어,42000.0,1750.0,-4.00%,500.0,1150.0,4554.0,-1012.0
282.0,미원에스씨,134700.0,2500.0,+1.89%,500.0,6116.0,4757.0,809.0
283.0,삼성 레버리지 WTI원유 선물 ETN,1650.0,50.0,+3.13%,0.0,,,
284.0,대상,19200.0,50.0,-0.26%,1000.0,40841.0,31902.0,1400.0
285.0,KODEX 자동차,17945.0,355.0,-1.94%,0.0,,,
286.0,KCC글라스,41550.0,150.0,+0.36%,1000.0,14437.0,22096.0,1192.0
287.0,녹십자홀딩스,14050.0,650.0,-4.42%,500.0,20796.0,35921.0,712.0
288.0,태광산업,593000.0,2000.0,-0.34%,5000.0,27039.0,49100.0,-1221.0
289.0,프레스티지바이오파마,10640.0,290.0,+2.80%,0.0,2.0,7416.0,-696.0
290.0,CJ CGV,5220.0,70.0,-1.32%,500.0,12813.0,36015.0,-768.0
291.0,애경케미칼,12950.0,60.0,+0.47%,500.0,21764.0,12341.0,951.0
292.0,SNT모티브,42250.0,900.0,-2.09%,5000.0,10449.0,12255.0,1119.0
293.0,신세계인터내셔날,17200.0,120.0,+0.70%,1000.0,15539.0,12787.0,1153.0
294.0,HSD엔진,8570.0,60.0,-0.70%,1000.0,7642.0,9562.0,-295.0
295.0,KODEX 코스닥150선물인버스,3950.0,75.0,+1.94%,0.0,,,
296.0,쿠쿠홀딩스,17220.0,260.0,-1.49%,100.0,7556.0,11495.0,879.0
297.0,SK디앤디,27350.0,850.0,-3.01%,1000.0,5634.0,21916.0,643.0
298.0,ACE 미국S&P500,14865.0,30.0,-0.20%,0.0,,,
299.0,KODEX 23-12 국고채액티브,10345.0,0.0,0.00%,0.0,,,
300.0,KODEX 미국S&P500TR,13235.0,25.0,-0.19%,0.0,,,
301.0,삼양홀딩스,69900.0,0.0,0.00%,5000.0,33168.0,45478.0,1323.0
302.0,삼성화재우,187000.0,1200.0,+0.65%,500.0,,,
303.0,한국단자,57100.0,500.0,+0.88%,500.0,11681.0,12898.0,643.0
304.0,F&F홀딩스,15170.0,180.0,-1.17%,500.0,18168.0,35951.0,4862.0
305.0,TIGER 미국달러단기채권액티브,11910.0,95.0,+0.80%,0.0,,,
306.0,NICE평가정보,9740.0,10.0,-0.10%,500.0,4799.0,4811.0,716.0
307.0,삼부토건,2880.0,95.0,-3.19%,1000.0,4632.0,5118.0,-630.0
308.0,신한 레버리지 WTI원유 선물 ETN(H),1160.0,30.0,+2.65%,0.0,,,
309.0,동원F&B,29900.0,800.0,-2.61%,1000.0,40236.0,20717.0,1287.0
310.0,진에어,11050.0,170.0,-1.52%,1000.0,5934.0,7719.0,-673.0
311.0,KOSEF 200TR,40735.0,340.0,-0.83%,0.0,,,
312.0,KOSEF 국고채10년,107000.0,620.0,-0.58%,0.0,,,
313.0,QV 코스피 변동성 매칭형 양매도 ETN,8215.0,10.0,+0.12%,0.0,,,
314.0,TIGER 24-10 회사채(A+이상)액티브,53340.0,0.0,0.00%,0.0,,,
315.0,교보증권,5010.0,10.0,-0.20%,5000.0,40659.0,134173.0,517.0
316.0,TIGER Fn반도체TOP10,9270.0,30.0,-0.32%,0.0,,,
317.0,LX홀딩스,7300.0,60.0,-0.82%,1000.0,2369.0,16350.0,1589.0
318.0,애경산업,20950.0,1850.0,+9.69%,1000.0,6104.0,4826.0,390.0
319.0,KODEX 미국나스닥100TR,13590.0,5.0,-0.04%,0.0,,,
320.0,현대지에프홀딩스,3395.0,0.0,0.00%,500.0,39232.0,31851.0,600.0
321.0,일진전기,14860.0,410.0,+2.84%,1000.0,11647.0,8395.0,315.0
322.0,자화전자,24900.0,150.0,+0.61%,500.0,2923.0,5058.0,-117.0
323.0,SPC삼립,63800.0,1300.0,-2.00%,5000.0,33145.0,12954.0,895.0
324.0,KODEX 코스닥150,12945.0,245.0,-1.86%,0.0,,,
325.0,HANARO 200,32855.0,260.0,-0.79%,0.0,,,
326.0,SK렌터카,11480.0,230.0,+2.04%,500.0,12465.0,33420.0,951.0
327.0,동아에스티,62900.0,1200.0,-1.87%,5000.0,6354.0,11577.0,167.0
328.0,TIGER 차이나항셍테크,5815.0,155.0,-2.60%,0.0,,,
329.0,신한알파리츠,6120.0,20.0,-0.33%,1000.0,505.0,19241.0,305.0
330.0,KODEX 반도체,32425.0,0.0,0.00%,0.0,,,
331.0,ARIRANG 200,33315.0,285.0,-0.85%,0.0,,,
332.0,대한해운,1660.0,27.0,-1.60%,500.0,16120.0,44903.0,2677.0
333.0,KBSTAR 23-11 회사채(AA-이상)액티브,51940.0,10.0,+0.02%,0.0,,,
334.0,한화손해보험,4505.0,0.0,0.00%,5000.0,84738.0,203827.0,2457.0
335.0,한국카본,11960.0,300.0,-2.45%,500.0,3693.0,5853.0,248.0
336.0,신영증권,55800.0,300.0,-0.53%,5000.0,23535.0,101988.0,1156.0
337.0,빙그레,52800.0,800.0,-1.49%,5000.0,12677.0,7693.0,394.0
338.0,KODEX MSCI Korea TR,11000.0,100.0,-0.90%,0.0,,,
339.0,고려제강,20450.0,150.0,+0.74%,1000.0,20726.0,25328.0,1335.0
340.0,케이카,10510.0,70.0,+0.67%,500.0,21773.0,5344.0,500.0
341.0,ACE 미국나스닥100,15735.0,5.0,+0.03%,0.0,,,
342.0,동국제강,10090.0,190.0,-1.85%,5000.0,,,
343.0,현대홈쇼핑,41500.0,650.0,-1.54%,5000.0,21017.0,27820.0,1106.0
344.0,한화투자증권,2310.0,25.0,-1.07%,5000.0,21143.0,121112.0,344.0
345.0,일동제약,17860.0,500.0,-2.72%,1000.0,6377.0,6558.0,-735.0
346.0,미래에셋증권2우B,3505.0,5.0,-0.14%,5000.0,,,
347.0,유안타증권,2450.0,15.0,-0.61%,5000.0,24790.0,134199.0,433.0
348.0,ARIRANG 국고채10년액티브,48445.0,285.0,-0.58%,0.0,,,
349.0,KBSTAR 단기통안채,109290.0,25.0,+0.02%,0.0,,,
350.0,유니퀘스트,18400.0,0.0,0.00%,500.0,7395.0,6107.0,409.0
351.0,코람코라이프인프라리츠,5390.0,40.0,-0.74%,500.0,357.0,12576.0,254.0
352.0,NICE,12590.0,10.0,+0.08%,500.0,27529.0,33786.0,1452.0
353.0,KG케미칼,6920.0,60.0,-0.86%,1000.0,66074.0,69819.0,5011.0
354.0,SBS,25550.0,400.0,-1.54%,5000.0,11738.0,14079.0,1856.0
355.0,엠씨넥스,25900.0,600.0,+2.37%,500.0,11086.0,5389.0,107.0
356.0,쿠쿠홈시스,20550.0,50.0,+0.24%,100.0,9381.0,10170.0,1199.0
357.0,쏘카,14050.0,1740.0,+14.13%,100.0,3976.0,5857.0,95.0
358.0,한섬,18600.0,160.0,-0.85%,500.0,15422.0,16847.0,1683.0
359.0,케이씨텍,21950.0,400.0,-1.79%,500.0,3782.0,4833.0,603.0
360.0,KODEX 미국FANG플러스(H),28585.0,215.0,-0.75%,0.0,,,
361.0,삼양사,43900.0,150.0,+0.34%,5000.0,26524.0,29496.0,820.0
362.0,TIGER 24-04 회사채(A+이상)액티브,51140.0,10.0,+0.02%,0.0,,,
363.0,국도화학,49600.0,300.0,-0.60%,5000.0,16018.0,14991.0,969.0
364.0,신성이엔지,2165.0,50.0,-2.26%,500.0,6641.0,5776.0,210.0
365.0,바이오노트,4350.0,105.0,-2.36%,500.0,4797.0,17570.0,2954.0
366.0,ACE 200,33015.0,305.0,-0.92%,0.0,,,
367.0,유니드,65100.0,3600.0,+5.85%,5000.0,14049.0,14893.0,1479.0
368.0,화승엔터프라이즈,7220.0,170.0,-2.30%,500.0,16540.0,14758.0,528.0
369.0,티웨이항공,2160.0,75.0,-3.36%,500.0,5258.0,10425.0,-1039.0
370.0,부광약품,6060.0,70.0,-1.14%,500.0,1909.0,4009.0,-2.0
371.0,ACE 종합채권(AA-이상)KIS액티브,94585.0,290.0,-0.31%,0.0,,,
372.0,풀무원,11140.0,130.0,-1.15%,500.0,28383.0,20492.0,263.0
373.0,삼성SDI우,258500.0,1500.0,+0.58%,5000.0,,,
374.0,서연이화,15450.0,500.0,-3.13%,500.0,28453.0,19303.0,1507.0
375.0,세아홀딩스,104000.0,300.0,-0.29%,5000.0,67458.0,59200.0,1961.0
376.0,TIGER 25-10 회사채(A+이상)액티브,50720.0,25.0,-0.05%,0.0,,,
377.0,엘브이엠씨홀딩스,2400.0,0.0,0.00%,0.0,2493.0,6673.0,-144.0
378.0,E1,59500.0,200.0,-0.34%,5000.0,79908.0,43397.0,2787.0
379.0,QV KIS CD금리투자 ETN,51005.0,5.0,+0.01%,0.0,,,
380.0,유나이티드제약,25050.0,650.0,-2.53%,500.0,2625.0,4179.0,482.0
381.0,삼성 인버스 2X 천연가스 선물 ETN C,40470.0,1260.0,+3.21%,0.0,,,
382.0,한국자산신탁,3240.0,0.0,0.00%,500.0,2330.0,13638.0,1469.0
383.0,에코바이브,6410.0,0.0,0.00%,500.0,76.0,106.0,-30.0
384.0,삼천리,98600.0,400.0,+0.41%,5000.0,57891.0,50220.0,912.0
385.0,화신,11400.0,380.0,-3.23%,500.0,16903.0,10046.0,874.0
386.0,영진약품,2175.0,25.0,-1.14%,500.0,2184.0,2031.0,-74.0
387.0,TIGER 단기채권액티브,52675.0,20.0,+0.04%,0.0,,,
388.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),8110.0,70.0,-0.86%,0.0,,,
389.0,송원산업,16440.0,760.0,-4.42%,500.0,13295.0,12173.0,1851.0
390.0,LF,13460.0,410.0,-2.96%,5000.0,19685.0,25840.0,1852.0
391.0,광동제약,7500.0,1410.0,+23.15%,1000.0,14315.0,9320.0,382.0
392.0,롯데정보통신,25500.0,250.0,-0.97%,5000.0,10477.0,8719.0,343.0
393.0,지누스,20550.0,50.0,-0.24%,500.0,11596.0,11148.0,656.0
394.0,메리츠 KIS CD금리투자 ETN,51010.0,10.0,+0.02%,0.0,,,
395.0,아세아시멘트,9950.0,10.0,-0.10%,500.0,10401.0,20400.0,1180.0
396.0,삼성FN리츠,5010.0,20.0,-0.40%,500.0,90.0,7494.0,60.0
397.0,현대그린푸드,11410.0,10.0,-0.09%,500.0,,,
398.0,파미셀,6440.0,220.0,-3.30%,500.0,602.0,1127.0,89.0
399.0,SGC에너지,26300.0,100.0,+0.38%,5000.0,28233.0,30544.0,2094.0
400.0,신영증권우,54700.0,600.0,+1.11%,5000.0,,,
401.0,SNT다이내믹스,11560.0,100.0,+0.87%,2500.0,4080.0,9310.0,258.0
402.0,LS네트웍스,4865.0,1120.0,+29.91%,5000.0,3629.0,13004.0,80.0
403.0,유진투자증권,3950.0,285.0,+7.78%,5000.0,18216.0,80764.0,181.0
404.0,대동,15090.0,710.0,-4.49%,1000.0,14637.0,17138.0,883.0
405.0,KODEX 은행,6455.0,10.0,-0.15%,0.0,,,
406.0,STX,16050.0,1000.0,-5.87%,2500.0,11886.0,7418.0,-20.0
407.0,ARIRANG 국고채30년액티브,86975.0,795.0,-0.91%,0.0,,,
408.0,ACE 국고채10년,84290.0,550.0,-0.65%,0.0,,,
409.0,코리아써키트,15860.0,1360.0,+9.38%,500.0,15969.0,12934.0,992.0
410.0,세아제강,131100.0,1200.0,-0.91%,5000.0,18018.0,14651.0,2152.0
411.0,LX하우시스,41450.0,1500.0,-3.49%,5000.0,36112.0,24837.0,149.0
412.0,맵스리얼티1,3995.0,5.0,-0.12%,0.0,,,
413.0,HDC,6200.0,20.0,-0.32%,5000.0,50449.0,115923.0,1585.0
414.0,KODEX 단기변동금리부채권액티브,108190.0,35.0,+0.03%,0.0,,,
415.0,남해화학,7440.0,50.0,+0.68%,1000.0,21696.0,9029.0,626.0
416.0,KBSTAR KIS국고채30년Enhanced,59630.0,920.0,-1.52%,0.0,,,
417.0,삼화콘덴서,35250.0,100.0,-0.28%,1000.0,2635.0,2875.0,305.0
418.0,한화리츠,5190.0,30.0,+0.58%,500.0,193.0,7165.0,118.0
419.0,아세아,171300.0,1100.0,+0.65%,5000.0,20723.0,31824.0,2326.0
420.0,흥아해운,1514.0,42.0,-2.70%,500.0,1779.0,3171.0,297.0
421.0,미래에셋 레버리지 원유선물혼합 ETN(H),8795.0,260.0,+3.05%,0.0,,,
422.0,DB,1788.0,15.0,-0.83%,500.0,4013.0,4143.0,236.0
423.0,이엔플러스,5260.0,340.0,-6.07%,500.0,269.0,1203.0,-132.0
424.0,아모레퍼시픽우,33850.0,150.0,-0.44%,500.0,,,
425.0,포스코스틸리온,59000.0,800.0,-1.34%,5000.0,12021.0,5545.0,382.0
426.0,현대퓨처넷,3210.0,25.0,-0.77%,500.0,1542.0,9153.0,95.0
427.0,KB스타리츠,3485.0,5.0,-0.14%,500.0,325.0,10058.0,116.0
428.0,삼성 인버스 2X 코스닥150 선물 ETN,8805.0,300.0,+3.53%,0.0,,,
429.0,대신증권우,13510.0,10.0,+0.07%,5000.0,,,
430.0,대원제약,15960.0,740.0,-4.43%,500.0,4789.0,4536.0,430.0
431.0,백광산업,7790.0,0.0,0.00%,500.0,2327.0,4032.0,279.0
432.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10280.0,180.0,-1.72%,0.0,,,
433.0,LG생활건강우,165800.0,1100.0,-0.66%,5000.0,,,
434.0,LS전선아시아,11340.0,2140.0,+23.26%,500.0,8185.0,5067.0,275.0
435.0,ACE 미국30년국채액티브(H),8090.0,200.0,-2.41%,0.0,,,
436.0,KISCO홀딩스,21250.0,150.0,+0.71%,1000.0,18106.0,17359.0,1979.0
437.0,SOL 종합채권(AA-이상)액티브,100005.0,380.0,-0.38%,0.0,,,
438.0,아세아제지,38200.0,50.0,+0.13%,5000.0,10234.0,10349.0,1094.0
439.0,이수화학,15040.0,430.0,-2.78%,5000.0,22076.0,11881.0,360.0
440.0,KODEX 미국달러SOFR금리액티브(합성),10645.0,70.0,+0.66%,0.0,,,
441.0,이아이디,1392.0,0.0,0.00%,200.0,2692.0,5662.0,-128.0
442.0,HL홀딩스,33350.0,800.0,-2.34%,5000.0,12771.0,22799.0,858.0
443.0,퍼시스,29450.0,50.0,+0.17%,1000.0,3813.0,5448.0,327.0
444.0,KODEX 국고채3년,57605.0,45.0,-0.08%,0.0,,,
445.0,한일홀딩스,10900.0,10.0,-0.09%,1000.0,19656.0,32680.0,1325.0
446.0,조광피혁,49950.0,0.0,0.00%,5000.0,1220.0,4420.0,5.0
447.0,서흥,28500.0,400.0,-1.38%,500.0,6350.0,9264.0,620.0
448.0,BGF,3425.0,60.0,-1.72%,1000.0,4350.0,19380.0,612.0
449.0,서울가스,65300.0,700.0,+1.08%,5000.0,17245.0,18713.0,33.0
450.0,KODEX 코스피,25090.0,205.0,-0.81%,0.0,,,
451.0,KODEX ESG종합채권(A-이상)액티브,104435.0,245.0,+0.24%,0.0,,,
452.0,남양유업,449500.0,1500.0,-0.33%,5000.0,9647.0,9023.0,-868.0
453.0,신도리코,32000.0,100.0,-0.31%,5000.0,3782.0,10385.0,-22.0
454.0,풍산홀딩스,32000.0,0.0,0.00%,5000.0,3877.0,11428.0,802.0
455.0,대한제강,12980.0,220.0,-1.67%,1000.0,21416.0,12205.0,2154.0
456.0,대원강업,5150.0,70.0,-1.34%,500.0,10245.0,10104.0,221.0
457.0,이리츠코크렙,5040.0,0.0,0.00%,500.0,218.0,6915.0,168.0
458.0,TIGER KRX2차전지K-뉴딜,16385.0,220.0,-1.32%,0.0,,,
459.0,KOSEF 200,32825.0,270.0,-0.82%,0.0,,,
460.0,한화3우B,13850.0,150.0,+1.09%,5000.0,,,
461.0,알루코,3225.0,120.0,-3.59%,500.0,6454.0,8169.0,346.0
462.0,TIGER 리츠부동산인프라,4220.0,35.0,-0.82%,0.0,,,
463.0,TIGER 중장기국채,47955.0,165.0,-0.34%,0.0,,,
464.0,삼진제약,22150.0,200.0,-0.89%,1000.0,2740.0,4066.0,232.0
465.0,한일현대시멘트,15890.0,100.0,-0.63%,5000.0,4712.0,6491.0,352.0
466.0,에어부산,2625.0,0.0,0.00%,1000.0,4050.0,12279.0,-813.0
467.0,TRUE KIS CD금리투자 ETN,51000.0,0.0,0.00%,0.0,,,
468.0,티와이홀딩스,6030.0,30.0,-0.50%,500.0,3536.0,22830.0,224.0
469.0,한국토지신탁,1200.0,3.0,-0.25%,1000.0,2129.0,17181.0,533.0
470.0,한국쉘석유,232000.0,0.0,0.00%,5000.0,3016.0,1723.0,351.0
471.0,SOL 미국배당다우존스,9360.0,0.0,0.00%,0.0,,,
472.0,조일알미늄,2380.0,115.0,-4.61%,500.0,5624.0,3677.0,158.0
473.0,KODEX 선진국MSCI World,22370.0,105.0,-0.47%,0.0,,,
474.0,대한제당,3320.0,135.0,+4.24%,500.0,13781.0,12195.0,381.0
475.0,KODEX Fn Top10동일가중,7640.0,50.0,-0.65%,0.0,,,
476.0,한진,19830.0,100.0,-0.50%,5000.0,28494.0,40932.0,1145.0
477.0,농심홀딩스,63700.0,500.0,-0.78%,5000.0,6746.0,13891.0,528.0
478.0,신성통상,2055.0,10.0,-0.48%,500.0,15426.0,10697.0,1441.0
479.0,TIGER 미국배당다우존스,10185.0,5.0,-0.05%,0.0,,,
480.0,일성신약,22100.0,100.0,-0.45%,1000.0,612.0,4944.0,13.0
481.0,에이프로젠,1129.0,50.0,-4.24%,500.0,783.0,5999.0,-1193.0
482.0,락앤락,5840.0,10.0,-0.17%,500.0,5212.0,7085.0,23.0
483.0,모토닉,8860.0,10.0,-0.11%,500.0,2239.0,4641.0,138.0
484.0,스카이라이프,6110.0,0.0,0.00%,2500.0,10342.0,13613.0,632.0
485.0,STX엔진,12650.0,130.0,-1.02%,2500.0,5440.0,8534.0,-88.0
486.0,KBSTAR 비메모리반도체액티브,10250.0,40.0,+0.39%,0.0,,,
487.0,SOL 반도체소부장Fn,12080.0,70.0,+0.58%,0.0,,,
488.0,KODEX 국고채30년액티브,90500.0,1090.0,-1.19%,0.0,,,
489.0,수산인더스트리,20100.0,100.0,-0.50%,200.0,3035.0,5772.0,506.0
490.0,SK증권,606.0,4.0,-0.66%,500.0,12507.0,64648.0,179.0
491.0,이연제약,15390.0,380.0,-2.41%,500.0,1540.0,4847.0,96.0
492.0,KEC,1424.0,19.0,-1.32%,500.0,2562.0,4011.0,180.0
493.0,코오롱플라스틱,7490.0,100.0,-1.32%,1000.0,5181.0,3870.0,460.0
494.0,세진중공업,5000.0,60.0,-1.19%,500.0,4101.0,5518.0,249.0
495.0,HJ중공업,3395.0,65.0,-1.88%,5000.0,17882.0,25677.0,66.0
496.0,HD현대에너지솔루션,25200.0,850.0,-3.26%,5000.0,9848.0,6528.0,902.0
497.0,지역난방공사,24250.0,250.0,-1.02%,5000.0,41730.0,74781.0,-4039.0
498.0,LG헬로비전,3625.0,90.0,-2.42%,2500.0,11679.0,14280.0,538.0
499.0,웅진씽크빅,2430.0,30.0,+1.25%,500.0,9333.0,7908.0,276.0
500.0,동화약품,10020.0,30.0,-0.30%,1000.0,3404.0,4611.0,299.0
501.0,YG PLUS,4395.0,20.0,-0.45%,500.0,1402.0,2414.0,103.0
502.0,스틱인베스트먼트,6650.0,90.0,-1.34%,500.0,604.0,2539.0,103.0
503.0,아이마켓코리아,8290.0,0.0,0.00%,500.0,35882.0,12250.0,563.0
504.0,벽산,4040.0,75.0,+1.89%,500.0,5199.0,6018.0,188.0
505.0,휴스틸,4895.0,55.0,-1.11%,1000.0,10309.0,12064.0,2892.0
506.0,한국철강,6450.0,0.0,0.00%,1000.0,10642.0,9387.0,1215.0
507.0,대성에너지,9940.0,1390.0,+16.26%,1000.0,10209.0,8345.0,9.0
508.0,도화엔지니어링,8090.0,40.0,-0.49%,500.0,5558.0,5226.0,119.0
509.0,남선알미늄,2110.0,65.0,-2.99%,500.0,2557.0,4012.0,-25.0
510.0,잇츠한불,12410.0,450.0,-3.50%,500.0,1307.0,4862.0,48.0
511.0,종근당홀딩스,54000.0,0.0,0.00%,2500.0,9090.0,13764.0,-329.0
512.0,CJ4우(전환),64000.0,200.0,-0.31%,5000.0,,,
513.0,일양약품,14170.0,170.0,-1.19%,2500.0,3838.0,4982.0,404.0
514.0,JW홀딩스,3720.0,75.0,-1.98%,500.0,8645.0,11576.0,1033.0
515.0,KBSTAR 미국나스닥100,15220.0,5.0,-0.03%,0.0,,,
516.0,현대차증권,8470.0,60.0,+0.71%,5000.0,11860.0,102331.0,1146.0
517.0,조선내화,22500.0,500.0,-2.17%,500.0,,,
518.0,효성화학,83500.0,1000.0,-1.18%,5000.0,28786.0,31311.0,-3367.0
519.0,STX중공업,9300.0,120.0,-1.27%,2500.0,1793.0,4163.0,113.0
520.0,한국콜마홀딩스,14330.0,240.0,+1.70%,500.0,6499.0,12691.0,330.0
521.0,KODEX 미국채울트라30년선물(H),7420.0,185.0,-2.43%,0.0,,,
522.0,진원생명과학,3290.0,75.0,-2.23%,1000.0,487.0,2229.0,-401.0
523.0,TIGER 미국S&P500선물(H),49395.0,475.0,-0.95%,0.0,,,
524.0,한미글로벌,23250.0,550.0,-2.31%,500.0,3744.0,3731.0,307.0
525.0,사조대림,27700.0,350.0,+1.28%,5000.0,20188.0,11683.0,977.0
526.0,환인제약,13600.0,100.0,-0.73%,500.0,1989.0,3694.0,298.0
527.0,삼양패키징,16000.0,0.0,0.00%,5000.0,4074.0,6426.0,237.0
528.0,DL건설,11430.0,90.0,+0.79%,5000.0,19624.0,17468.0,811.0
529.0,현대코퍼레이션,18990.0,500.0,+2.70%,5000.0,61270.0,18313.0,668.0
530.0,하나제약,14060.0,50.0,+0.36%,500.0,2108.0,3460.0,312.0
531.0,SNT홀딩스,15310.0,20.0,+0.13%,500.0,16295.0,25584.0,1447.0
532.0,한국금융지주우,42150.0,750.0,-1.75%,5000.0,,,
533.0,현대차3우B,102400.0,100.0,+0.10%,5000.0,,,
534.0,TIGER 반도체,33790.0,10.0,-0.03%,0.0,,,
535.0,TYM,5420.0,130.0,-2.34%,2500.0,11661.0,7821.0,1220.0
536.0,광주신세계,30550.0,50.0,+0.16%,1000.0,1849.0,9135.0,656.0
537.0,한전산업,7440.0,90.0,-1.20%,500.0,3460.0,1578.0,187.0
538.0,대상홀딩스,6690.0,70.0,+1.06%,1000.0,52267.0,40153.0,1438.0
539.0,한솔제지,10160.0,0.0,0.00%,5000.0,24580.0,22100.0,1302.0
540.0,다올투자증권,3955.0,5.0,+0.13%,5000.0,18420.0,95037.0,1070.0
541.0,SIMPAC,3680.0,10.0,+0.27%,500.0,6722.0,9651.0,1189.0
542.0,KBSTAR 200TR,17630.0,175.0,-0.98%,0.0,,,
543.0,제주은행,7420.0,90.0,-1.20%,5000.0,2756.0,73203.0,270.0
544.0,에이프로젠바이오로직스,358.0,12.0,-3.24%,500.0,652.0,6761.0,-54.0
545.0,동양,991.0,1.0,-0.10%,500.0,7677.0,9836.0,79.0
546.0,콘텐트리중앙,12250.0,320.0,-2.55%,5000.0,8521.0,25881.0,-716.0
547.0,히어로즈 CD금리액티브(합성),101450.0,5.0,0.00%,0.0,,,
548.0,제일약품,15840.0,160.0,-1.00%,500.0,7222.0,4569.0,-135.0
549.0,KBSTAR Fn수소경제테마,8855.0,165.0,-1.83%,0.0,,,
550.0,KODEX 삼성그룹밸류,8605.0,75.0,-0.86%,0.0,,,
551.0,한국제지,1216.0,4.0,-0.33%,1000.0,2273.0,2010.0,35.0
552.0,삼영무역,12500.0,10.0,+0.08%,500.0,4925.0,6242.0,194.0
553.0,넥스틸,8860.0,400.0,-4.32%,500.0,6684.0,5880.0,1813.0
554.0,경방,8400.0,60.0,+0.72%,500.0,3892.0,12483.0,319.0
555.0,KBSTAR 미국S&P500,12855.0,20.0,-0.16%,0.0,,,
556.0,TIGER 일본니케이225,17660.0,70.0,-0.39%,0.0,,,
557.0,삼익THK,10860.0,150.0,-1.36%,500.0,3391.0,4440.0,206.0
558.0,TIGER 차이나CSI300,8945.0,45.0,-0.50%,0.0,,,
559.0,ACE 베트남VN30(합성),18130.0,135.0,-0.74%,0.0,,,
560.0,AK홀딩스,17070.0,160.0,-0.93%,5000.0,37880.0,50043.0,-218.0
561.0,BYC,361000.0,1000.0,-0.28%,5000.0,1697.0,6689.0,253.0
562.0,케이씨,16520.0,60.0,+0.36%,500.0,8580.0,10046.0,1012.0
563.0,롯데하이마트,9380.0,260.0,+2.85%,5000.0,33368.0,24642.0,-520.0
564.0,디아이씨,5640.0,390.0,-6.47%,500.0,6959.0,6482.0,313.0
565.0,부국증권,21050.0,0.0,0.00%,5000.0,9834.0,14814.0,605.0
566.0,KBSTAR ESG사회책임투자,10640.0,115.0,-1.07%,0.0,,,
567.0,두산우,54500.0,1400.0,-2.50%,5000.0,,,
568.0,코오롱글로벌,11480.0,220.0,-1.88%,5000.0,26021.0,28341.0,1667.0
569.0,TIGER 23-12 국공채액티브,207135.0,35.0,+0.02%,0.0,,,
570.0,한국무브넥스,7080.0,600.0,+9.26%,1000.0,13714.0,7994.0,370.0
571.0,동성케미컬,4320.0,5.0,-0.12%,1000.0,11401.0,8995.0,554.0
572.0,이지스밸류리츠,4165.0,25.0,+0.60%,1000.0,434.0,5332.0,323.0
573.0,삼성 레버리지 천연가스 선물 ETN C,21420.0,380.0,-1.74%,0.0,,,
574.0,성신양회,8700.0,160.0,-1.81%,5000.0,10304.0,11876.0,18.0
575.0,코오롱,16890.0,160.0,-0.94%,5000.0,56599.0,44775.0,3110.0
576.0,디아이,7500.0,0.0,0.00%,500.0,2310.0,2746.0,112.0
577.0,대덕,6260.0,20.0,-0.32%,500.0,16619.0,19034.0,1969.0
578.0,KPX케미칼,43650.0,0.0,0.00%,5000.0,9836.0,7768.0,465.0
579.0,대교,2490.0,35.0,+1.43%,500.0,6831.0,6667.0,-500.0
580.0,넥센,3930.0,30.0,-0.76%,500.0,30040.0,47269.0,-225.0
581.0,대한제분,124400.0,1200.0,+0.97%,5000.0,13682.0,13184.0,433.0
582.0,동국씨엠,7030.0,170.0,-2.36%,5000.0,,,
583.0,에이블씨엔씨,8060.0,250.0,-3.01%,500.0,2479.0,1954.0,100.0
584.0,KPX홀딩스,49600.0,50.0,-0.10%,5000.0,12404.0,18199.0,555.0
